HGNC gene	Residual Variation Intolerance Score	Residual Variation Intolerance Score Percentile
PDE4D	-1.375949569	4.393724935
PRPF6	-1.375949569	4.393724935
SMURF1	-1.375949569	4.393724935
TMEM180	-1.375949569	4.393724935
DCHS1	-1.375261521	4.399622552
ABCG1	-1.374132436	4.429110639
ATP1A2	-1.374132436	4.429110639
HIRA	-1.374132436	4.429110639
IGSF8	-1.374132436	4.429110639
PHF20L1	-1.374132436	4.429110639
APCDD1	-1.372317395	4.446803491
NFAT5	-1.372317395	4.446803491
SLC12A5	-1.372317395	4.446803491
DENND5A	-1.370504439	4.452701109
HDLBP	-1.368693559	4.482189196
LRRC7	-1.368693559	4.482189196
PROM1	-1.368693559	4.482189196
WHSC1	-1.368693559	4.482189196
XAB2	-1.368693559	4.482189196
GNPTAB	-1.366884746	4.505779665
GUCY2D	-1.366884746	4.505779665
NRCAM	-1.366884746	4.505779665
SIN3B	-1.366884746	4.505779665
KIAA1429	-1.365077992	4.5175749
UBR2	-1.365077992	4.5175749
DCC	-1.363273289	4.523472517
GON4L	-1.357871407	4.535267752
REXO1	-1.357871407	4.535267752
COBRA1	-1.353899809	4.558858221
DLL4	-1.353899809	4.558858221
PIK3C3	-1.353899809	4.558858221
PRDM4	-1.353899809	4.558858221
ANO3	-1.352082458	4.582448691
FGFR1	-1.352082458	4.582448691
LRRC8B	-1.352082458	4.582448691
RIPK1	-1.352082458	4.582448691
GAK	-1.350697123	4.588346308
LARP1	-1.350267166	4.600141543
NPAS3	-1.350267166	4.600141543
PIGO	-1.348453925	4.60603916
CADPS	-1.346642726	4.62962963
EML4	-1.346642726	4.62962963
FAM129B	-1.346642726	4.62962963
ITGB7	-1.346642726	4.62962963
PCDHGA5	-1.344833561	4.641424864
RALGDS	-1.344833561	4.641424864
CPNE7	-1.343026423	4.647322482
IGSF3	-1.339418191	4.653220099
LCT	-1.335817967	4.659117716
USP7	-1.331850187	4.665015334
LAMA4	-1.3304325	4.676810569
PTPN23	-1.3304325	4.676810569
JAK1	-1.330032624	4.688605803
RC3H2	-1.330032624	4.688605803
LRP4	-1.328641279	4.694503421
ACTN1	-1.328217086	4.712196273
DNM2	-1.328217086	4.712196273
WNK3	-1.328217086	4.712196273
EPHB1	-1.326403565	4.71809389
FAM171A1	-1.324592054	4.729889125
GPSM1	-1.324592054	4.729889125
SCN10A	-1.323279302	4.735786742
MAD1L1	-1.322782544	4.759377212
PSD	-1.322782544	4.759377212
ZC3H18	-1.322782544	4.759377212
ZSWIM4	-1.322782544	4.759377212
ADAMTS10	-1.320975027	4.777070064
SLCO4A1	-1.320975027	4.777070064
ZC3H4	-1.320975027	4.777070064
ATP12A	-1.317365938	4.782967681
GRM6	-1.31556435	4.794762916
KDM6B	-1.31556435	4.794762916
ITGA11	-1.313764723	4.824251003
MAP2	-1.313764723	4.824251003
TENC1	-1.313764723	4.824251003
URB2	-1.313764723	4.824251003
ZBED4	-1.313764723	4.824251003
GLI3	-1.310171316	4.83014862
CDH6	-1.3098007	4.847841472
CLTC	-1.3098007	4.847841472
FAM40A	-1.3098007	4.847841472
DYSF	-1.309065031	4.853739089
SIPA1L2	-1.308377521	4.865534324
THSD7A	-1.308377521	4.865534324
KIF5A	-1.30798293	4.877329559
SLC12A2	-1.30798293	4.877329559
PLXND1	-1.306585655	4.883227176
MAPK7	-1.306167152	4.889124794
DGKH	-1.304353358	4.91861288
L1CAM	-1.304353358	4.91861288
OSBPL6	-1.304353358	4.91861288
SEC24B	-1.304353358	4.91861288
ZBTB11	-1.304353358	4.91861288
KIAA0196	-1.302541541	4.930408115
MPRIP	-1.302541541	4.930408115
GCNT2	-1.300731691	4.948100967
NEO1	-1.300731691	4.948100967
PFKL	-1.300731691	4.948100967
TRPV4	-1.298923801	4.953998585
IRS1	-1.297117862	4.965793819
MBTPS1	-1.297117862	4.965793819
SOGA2	-1.295874499	4.971691437
CYFIP1	-1.295313867	4.989384289
JAG2	-1.295313867	4.989384289
SLC45A4	-1.295313867	4.989384289
LMF2	-1.293511806	5.001179523
PEAK1	-1.293511806	5.001179523
TSHZ1	-1.291711673	5.007077141
NUP98	-1.288117155	5.012974758
INTS3	-1.287751345	5.03066761
IPO9	-1.287751345	5.03066761
SLC1A2	-1.287751345	5.03066761
NOTCH3	-1.286322754	5.036565228
GABBR2	-1.285933373	5.083746167
GRM3	-1.285933373	5.083746167
KCNT2	-1.285933373	5.083746167
KIAA1468	-1.285933373	5.083746167
SLC6A7	-1.285933373	5.083746167
STRN4	-1.285933373	5.083746167
TNKS2	-1.285933373	5.083746167
TRPC6	-1.285933373	5.083746167
C11orf63	-1.284117362	5.113234253
ERCC3	-1.284117362	5.113234253
GDPD5	-1.284117362	5.113234253
PTPRE	-1.284117362	5.113234253
ZMYM2	-1.284117362	5.113234253
HPS3	-1.282303301	5.130927105
MLLT10	-1.282303301	5.130927105
WDR91	-1.282303301	5.130927105
ADCY8	-1.280491183	5.16631281
BNC1	-1.280491183	5.16631281
EXOC4	-1.280491183	5.16631281
HDAC5	-1.280491183	5.16631281
NOC4L	-1.280491183	5.16631281
TDRD7	-1.280491183	5.16631281
ZCCHC14	-1.278681	5.172210427
DAPK1	-1.275066404	5.189903279
FBXW5	-1.275066404	5.189903279
PTK2B	-1.275066404	5.189903279
ZNF862	-1.273261975	5.195800896
EIF4G1	-1.271459448	5.207596131
IFT122	-1.271459448	5.207596131
STARD13	-1.269658815	5.213493749
GET4	-1.265702118	5.237084218
HSP90AB1	-1.265702118	5.237084218
MGAT5	-1.265702118	5.237084218
SYT17	-1.265702118	5.237084218
DNAJC16	-1.263883952	5.260674687
GRM5	-1.263883952	5.260674687
MIDN	-1.263883952	5.260674687
TRPC4AP	-1.263883952	5.260674687
TANC1	-1.262475058	5.266572305
EPS8L2	-1.262067713	5.284265157
MYLK3	-1.262067713	5.284265157
USP38	-1.262067713	5.284265157
ASAP2	-1.258440978	5.307855626
DDR1	-1.258440978	5.307855626
MCM7	-1.258440978	5.307855626
PCDH18	-1.258440978	5.307855626
ATP13A1	-1.256630467	5.343241331
CRAMP1L	-1.256630467	5.343241331
IQSEC1	-1.256630467	5.343241331
RASGRF2	-1.256630467	5.343241331
TSC22D1	-1.256630467	5.343241331
WDR59	-1.256630467	5.343241331
MYO15A	-1.25610141	5.349138948
ANKS1A	-1.254821849	5.355036565
BCR	-1.253015116	5.360934183
NUP188	-1.24580687	5.3668318
SYT3	-1.243653018	5.372729417
GLI2	-1.242213846	5.378627035
NEK8	-1.241834664	5.414012739
NR4A1	-1.241834664	5.414012739
SHROOM1	-1.241834664	5.414012739
STIM2	-1.241834664	5.414012739
SV2A	-1.241834664	5.414012739
TRPC3	-1.241834664	5.414012739
ASAP1	-1.240018202	5.461193678
CRTC3	-1.240018202	5.461193678
DIAPH1	-1.240018202	5.461193678
INPP4A	-1.240018202	5.461193678
LPO	-1.240018202	5.461193678
LRFN2	-1.240018202	5.461193678
NYAP1	-1.240018202	5.461193678
PCDH10	-1.240018202	5.461193678
COG7	-1.238203625	5.490681765
EPHA5	-1.238203625	5.490681765
EXOSC10	-1.238203625	5.490681765
PCDH17	-1.238203625	5.490681765
PHIP	-1.238203625	5.490681765
AP1G2	-1.236390924	5.520169851
ASPH	-1.236390924	5.520169851
GYLTL1B	-1.236390924	5.520169851
MAP3K1	-1.236390924	5.520169851
SUCO	-1.236390924	5.520169851
IQGAP1	-1.232771118	5.537862703
NCOA3	-1.232771118	5.537862703
POP1	-1.232771118	5.537862703
JPH3	-1.230963997	5.543760321
AOX1	-1.229158719	5.555555556
PHLPP2	-1.229158719	5.555555556
ULK1	-1.223753865	5.561453173
SRPK2	-1.221604042	5.573248408
WBSCR17	-1.221604042	5.573248408
CDH18	-1.219785504	5.602736494
IPO13	-1.219785504	5.602736494
MED26	-1.219785504	5.602736494
SLC7A1	-1.219785504	5.602736494
WDR75	-1.219785504	5.602736494
BUB1	-1.217968826	5.638122199
HK1	-1.217968826	5.638122199
PTBP1	-1.217968826	5.638122199
SCARA3	-1.217968826	5.638122199
TAB1	-1.217968826	5.638122199
TAF6	-1.217968826	5.638122199
ANKS1B	-1.216154	5.667610285
CCNF	-1.216154	5.667610285
DSC2	-1.216154	5.667610285
MYO1B	-1.216154	5.667610285
VPS53	-1.216154	5.667610285
LRRC32	-1.214341017	5.67940552
SCAF4	-1.214341017	5.67940552
C16orf62	-1.212529868	5.691200755
DVL2	-1.212529868	5.691200755
FHOD1	-1.210720546	5.708893607
HELZ	-1.210720546	5.708893607
RALGAPA1	-1.210720546	5.708893607
CACNA1S	-1.20942002	5.714791224
MEGF10	-1.208913043	5.720688842
PLEKHA6	-1.207107349	5.726586459
JAKMIP2	-1.199555187	5.761972163
KDM2A	-1.199555187	5.761972163
KLHL22	-1.199555187	5.761972163
NCKAP1	-1.199555187	5.761972163
TH1L	-1.199555187	5.761972163
TRIM3	-1.199555187	5.761972163
EZR	-1.197736472	5.785562633
GALNT10	-1.197736472	5.785562633
GRIA1	-1.197736472	5.785562633
NEDD4L	-1.197736472	5.785562633
GTF2F1	-1.195919584	5.832743572
HIST1H1E	-1.195919584	5.832743572
KRT9	-1.195919584	5.832743572
KY	-1.195919584	5.832743572
LZTS2	-1.195919584	5.832743572
RABEP1	-1.195919584	5.832743572
WAPAL	-1.195919584	5.832743572
ZFYVE1	-1.195919584	5.832743572
ARID4A	-1.194104514	5.850436424
CYP11B1	-1.194104514	5.850436424
LNX1	-1.194104514	5.850436424
LPIN1	-1.192291254	5.862231658
ZSCAN2	-1.192291254	5.862231658
FILIP1L	-1.190479796	5.874026893
ZC3H7B	-1.190479796	5.874026893
MFHAS1	-1.188670131	5.891719745
RNF216	-1.188670131	5.891719745
SPECC1	-1.188670131	5.891719745
ADCY6	-1.186862251	5.90351498
CLIP2	-1.186862251	5.90351498
AFF1	-1.183251814	5.909412597
SLC4A3	-1.181449241	5.915310215
PER2	-1.17964842	5.921207832
ITGB1	-1.177506449	5.944798301
RBM15B	-1.177506449	5.944798301
TNPO3	-1.177506449	5.944798301
TRABD	-1.177506449	5.944798301
AP4M1	-1.175687564	5.974286388
GYS1	-1.175687564	5.974286388
PMPCA	-1.175687564	5.974286388
TRPC4	-1.175687564	5.974286388
ZMYM3	-1.175687564	5.974286388
CDYL2	-1.173870472	5.99197924
SV2B	-1.173870472	5.99197924
TYW1	-1.173870472	5.99197924
C17orf28	-1.172055164	6.027364945
CPXM1	-1.172055164	6.027364945
DGCR2	-1.172055164	6.027364945
L3MBTL2	-1.172055164	6.027364945
MYBPC1	-1.172055164	6.027364945
SHKBP1	-1.172055164	6.027364945
AACS	-1.170241634	6.039160179
SORCS3	-1.170241634	6.039160179
CDK12	-1.168429872	6.062750649
DVL1	-1.168429872	6.062750649
SLC12A9	-1.168429872	6.062750649
ZDHHC8	-1.168429872	6.062750649
FGFR4	-1.16661987	6.074545883
PTPN3	-1.16661987	6.074545883
UGGT1	-1.164811619	6.080443501
MRC2	-1.163005113	6.086341118
ATP13A2	-1.159397299	6.098136353
GAA	-1.159397299	6.098136353
DOCK2	-1.155796362	6.10403397
ADRBK1	-1.155457828	6.168907761
BCL11A	-1.155457828	6.168907761
DHX9	-1.155457828	6.168907761
FAM5C	-1.155457828	6.168907761
GLYATL1	-1.155457828	6.168907761
KAT2A	-1.155457828	6.168907761
SLC25A13	-1.155457828	6.168907761
SLMAP	-1.155457828	6.168907761
TOM1L2	-1.155457828	6.168907761
UBTF	-1.155457828	6.168907761
ZAP70	-1.155457828	6.168907761
CNNM4	-1.153638777	6.233781552
EFTUD2	-1.153638777	6.233781552
LEMD3	-1.153638777	6.233781552
MFSD10	-1.153638777	6.233781552
NARF	-1.153638777	6.233781552
OTUD7A	-1.153638777	6.233781552
SKIV2L2	-1.153638777	6.233781552
SLC22A12	-1.153638777	6.233781552
SLC2A12	-1.153638777	6.233781552
SMOX	-1.153638777	6.233781552
SYNGAP1	-1.153638777	6.233781552
ADCK1	-1.151821487	6.269167256
CDH22	-1.151821487	6.269167256
CLPTM1	-1.151821487	6.269167256
FAM5B	-1.151821487	6.269167256
ILF3	-1.151821487	6.269167256
TPP2	-1.151821487	6.269167256
ABLIM3	-1.150005948	6.286860109
SLC8A1	-1.150005948	6.286860109
VAC14	-1.150005948	6.286860109
ZNF292	-1.148614861	6.292757726
CARD10	-1.148192153	6.316348195
COL4A5	-1.148192153	6.316348195
MIER2	-1.148192153	6.316348195
TBC1D8B	-1.148192153	6.316348195
ANLN	-1.146380093	6.334041047
GIGYF2	-1.146380093	6.334041047
ZNF507	-1.146380093	6.334041047
COL1A2	-1.144569759	6.363529134
DHX38	-1.144569759	6.363529134
RBM33	-1.144569759	6.363529134
SORCS1	-1.144569759	6.363529134
ZNF341	-1.144569759	6.363529134
MYO1E	-1.142761145	6.375324369
PNPLA6	-1.142761145	6.375324369
ABCB11	-1.140954241	6.387119604
TRPM4	-1.140954241	6.387119604
KDR	-1.139149039	6.393017221
ATP9B	-1.137345532	6.398914838
DHX57	-1.13554371	6.404812456
EXT1	-1.133409319	6.434300543
KEAP1	-1.133409319	6.434300543
PHEX	-1.133409319	6.434300543
SF3B1	-1.133409319	6.434300543
TRIM71	-1.133409319	6.434300543
CDC25B	-1.131590109	6.481481481
DNMT3A	-1.131590109	6.481481481
EHD3	-1.131590109	6.481481481
FDFT1	-1.131590109	6.481481481
GRIK2	-1.131590109	6.481481481
MAP3K10	-1.131590109	6.481481481
MED23	-1.131590109	6.481481481
MKRN3	-1.131590109	6.481481481
ANXA6	-1.129772626	6.505071951
LMNB2	-1.129772626	6.505071951
RAP1GAP2	-1.129772626	6.505071951
SLC12A6	-1.129772626	6.505071951
LRRK2	-1.128353123	6.510969568
GRIK5	-1.127956862	6.522764803
PHF12	-1.127956862	6.522764803
MDGA1	-1.126142808	6.564048125
MTMR7	-1.126142808	6.564048125
PIK3R4	-1.126142808	6.564048125
SEMA4G	-1.126142808	6.564048125
SPAG9	-1.126142808	6.564048125
TLE2	-1.126142808	6.564048125
TP53BP2	-1.126142808	6.564048125
SEZ6L2	-1.124330456	6.575843359
TCIRG1	-1.124330456	6.575843359
PLOD3	-1.122519798	6.581740977
KIAA0355	-1.120710825	6.605331446
RHOT2	-1.120710825	6.605331446
RLTPR	-1.120710825	6.605331446
RNF123	-1.120710825	6.605331446
SETBP1	-1.118903529	6.611229063
DEPDC5	-1.115293937	6.623024298
ZNF335	-1.115293937	6.623024298
MYO1C	-1.113491624	6.634819533
UNC79	-1.113491624	6.634819533
COPB1	-1.111360919	6.717386176
DDB1	-1.111360919	6.717386176
DDX46	-1.111360919	6.717386176
DNM3	-1.111360919	6.717386176
GRIN1	-1.111360919	6.717386176
KLHDC8A	-1.111360919	6.717386176
LEO1	-1.111360919	6.717386176
PCSK2	-1.111360919	6.717386176
PRPF40A	-1.111360919	6.717386176
RBM5	-1.111360919	6.717386176
SOX6	-1.111360919	6.717386176
SPIRE1	-1.111360919	6.717386176
TAB2	-1.111360919	6.717386176
THOC6	-1.111360919	6.717386176
COL14A1	-1.109891924	6.723283793
CHRNA3	-1.109541557	6.782259967
PAX7	-1.109541557	6.782259967
PLK3	-1.109541557	6.782259967
PRICKLE2	-1.109541557	6.782259967
PRKAR1B	-1.109541557	6.782259967
RPA1	-1.109541557	6.782259967
TMEM63B	-1.109541557	6.782259967
TRIM2	-1.109541557	6.782259967
TRIM68	-1.109541557	6.782259967
UBAP2L	-1.109541557	6.782259967
CTIF	-1.107723888	6.829440906
CTR9	-1.107723888	6.829440906
FOXK1	-1.107723888	6.829440906
GGA1	-1.107723888	6.829440906
GTF3C5	-1.107723888	6.829440906
KCNB2	-1.107723888	6.829440906
TRIM28	-1.107723888	6.829440906
WHSC2	-1.107723888	6.829440906
DCAF5	-1.105907904	6.86482661
FAP	-1.105907904	6.86482661
HTR3A	-1.105907904	6.86482661
NUP88	-1.105907904	6.86482661
PDE4A	-1.105907904	6.86482661
ZNF197	-1.105907904	6.86482661
ATP8A2	-1.104093597	6.894314697
DLL1	-1.104093597	6.894314697
GUCY2C	-1.104093597	6.894314697
MCM4	-1.104093597	6.894314697
PDE3A	-1.104093597	6.894314697
DZIP3	-1.102280959	6.912007549
FCHO1	-1.102280959	6.912007549
STAG3	-1.102280959	6.912007549
CD97	-1.100469982	6.929700401
CRIM1	-1.100469982	6.929700401
INO80	-1.100469982	6.929700401
CLIP1	-1.098660656	6.95329087
ITGA9	-1.098660656	6.95329087
UNC45A	-1.098660656	6.95329087
ZHX2	-1.098660656	6.95329087
FAM179B	-1.096852975	6.965086105
NOS3	-1.096852975	6.965086105
AHDC1	-1.095046929	6.97688134
ASTN1	-1.095046929	6.97688134
TRPM3	-1.093242511	6.982778957
FBLN2	-1.091439713	6.988676575
AMFR	-1.089312628	7.047652748
CLCN4	-1.089312628	7.047652748
DDX41	-1.089312628	7.047652748
GRIA4	-1.089312628	7.047652748
HIST1H3A	-1.089312628	7.047652748
ITCH	-1.089312628	7.047652748
PRPF31	-1.089312628	7.047652748
RTN4R	-1.089312628	7.047652748
TSTA3	-1.089312628	7.047652748
WNT7B	-1.089312628	7.047652748
CCAR1	-1.087493118	7.106628922
CHERP	-1.087493118	7.106628922
EIF4G2	-1.087493118	7.106628922
FTSJD2	-1.087493118	7.106628922
HERC4	-1.087493118	7.106628922
KATNAL2	-1.087493118	7.106628922
OTUD7B	-1.087493118	7.106628922
PACS1	-1.087493118	7.106628922
RABGAP1L	-1.087493118	7.106628922
SF3B2	-1.087493118	7.106628922
FAM171B	-1.085675268	7.147912243
KCNH1	-1.085675268	7.147912243
OXR1	-1.085675268	7.147912243
PDE2A	-1.085675268	7.147912243
PPP4R4	-1.085675268	7.147912243
PTPRA	-1.085675268	7.147912243
UBE4A	-1.085675268	7.147912243
AFF2	-1.083859071	7.195093182
AGTPBP1	-1.083859071	7.195093182
FGD3	-1.083859071	7.195093182
OAS2	-1.083859071	7.195093182
SGIP1	-1.083859071	7.195093182
SLC27A4	-1.083859071	7.195093182
TCF25	-1.083859071	7.195093182
TPCN1	-1.083859071	7.195093182
ACO1	-1.082044518	7.242274121
ALDH1L2	-1.082044518	7.242274121
C11orf9	-1.082044518	7.242274121
CILP2	-1.082044518	7.242274121
CRAT	-1.082044518	7.242274121
FAM123C	-1.082044518	7.242274121
GARNL3	-1.082044518	7.242274121
SLC7A14	-1.082044518	7.242274121
MYH1	-1.080656478	7.248171739
CDH15	-1.080231599	7.277659825
CDK13	-1.080231599	7.277659825
LENG8	-1.080231599	7.277659825
NRP2	-1.080231599	7.277659825
RAB3GAP2	-1.080231599	7.277659825
XYLT1	-1.078420308	7.283557443
CSF2RB	-1.076610636	7.324840764
FGD6	-1.076610636	7.324840764
MAP3K4	-1.076610636	7.324840764
PCDH1	-1.076610636	7.324840764
PKP4	-1.076610636	7.324840764
TSPEAR	-1.076610636	7.324840764
YEATS2	-1.076610636	7.324840764
IARS	-1.074802575	7.336635999
PLCH1	-1.074802575	7.336635999
ROR2	-1.072996117	7.348431234
SUSD2	-1.072996117	7.348431234
WNK1	-1.067586275	7.354328851
DNAJB1	-1.06726444	7.372021703
ELP3	-1.06726444	7.372021703
MAP3K3	-1.06726444	7.372021703
DOCK10	-1.065786145	7.377919321
ADAM11	-1.065444789	7.425100259
CDCA7L	-1.065444789	7.425100259
GRAMD4	-1.065444789	7.425100259
LGI3	-1.065444789	7.425100259
PKN2	-1.065444789	7.425100259
RPS6KA1	-1.065444789	7.425100259
SRL	-1.065444789	7.425100259
WIPI2	-1.065444789	7.425100259
CNTN1	-1.063626766	7.484076433
DHX36	-1.063626766	7.484076433
DHX8	-1.063626766	7.484076433
ENTPD8	-1.063626766	7.484076433
FMNL1	-1.063626766	7.484076433
LARP4B	-1.063626766	7.484076433
PPFIA3	-1.063626766	7.484076433
SND1	-1.063626766	7.484076433
TAF5L	-1.063626766	7.484076433
TMCC2	-1.063626766	7.484076433
CDH1	-1.061810361	7.519462137
CDH2	-1.061810361	7.519462137
HDAC9	-1.061810361	7.519462137
MTA1	-1.061810361	7.519462137
MVD	-1.061810361	7.519462137
SEMA4F	-1.061810361	7.519462137
BEND3	-1.059995566	7.537154989
BRPF3	-1.059995566	7.537154989
UBE3C	-1.059995566	7.537154989
SEC24A	-1.058182374	7.554847841
SLC8A3	-1.058182374	7.554847841
VLDLR	-1.058182374	7.554847841
BCAN	-1.056370776	7.578438311
CDH5	-1.056370776	7.578438311
RSPH6A	-1.056370776	7.578438311
SHPRH	-1.056370776	7.578438311
ATG2A	-1.055017884	7.584335928
CLSTN1	-1.054560763	7.60202878
HIP1R	-1.054560763	7.60202878
PSME4	-1.054560763	7.60202878
COL11A2	-1.052752328	7.619721632
DOPEY1	-1.052752328	7.619721632
SPG7	-1.052752328	7.619721632
TMEM131	-1.050945462	7.62561925
KIAA1199	-1.049140158	7.631516867
DHX37	-1.0455342	7.637414485
C20orf112	-1.045216355	7.661004954
GUCY1A2	-1.045216355	7.661004954
SLC2A1	-1.045216355	7.661004954
STK25	-1.045216355	7.661004954
BSG	-1.043396569	7.71408351
CAND1	-1.043396569	7.71408351
DPYS	-1.043396569	7.71408351
FLAD1	-1.043396569	7.71408351
HPS6	-1.043396569	7.71408351
NPR2	-1.043396569	7.71408351
STAG1	-1.043396569	7.71408351
UBR3	-1.043396569	7.71408351
USP11	-1.043396569	7.71408351
CBL	-1.041578376	7.773059684
DGKI	-1.041578376	7.773059684
EHD2	-1.041578376	7.773059684
GAB2	-1.041578376	7.773059684
PPFIA2	-1.041578376	7.773059684
PRKCD	-1.041578376	7.773059684
PTK6	-1.041578376	7.773059684
SEMA7A	-1.041578376	7.773059684
SLTM	-1.041578376	7.773059684
TRIM56	-1.041578376	7.773059684
ABR	-1.03976177	7.802547771
ARHGEF7	-1.03976177	7.802547771
ARSI	-1.03976177	7.802547771
ERMP1	-1.03976177	7.802547771
ZNF7	-1.03976177	7.802547771
ARID5B	-1.03794674	7.832035858
MAP4K2	-1.03794674	7.832035858
PPP1R12C	-1.03794674	7.832035858
TGFBRAP1	-1.03794674	7.832035858
TSC1	-1.03794674	7.832035858
NRD1	-1.03613328	7.843831092
SART3	-1.03613328	7.843831092
NCOA2	-1.03432138	7.855626327
PHF2	-1.03432138	7.855626327
ITGB2	-1.03070223	7.861523944
PTPRT	-1.027089224	7.873319179
UVSSA	-1.027089224	7.873319179
TNRC6A	-1.023482298	7.879216796
ATP2B1	-1.023168368	7.944090587
ATXN10	-1.023168368	7.944090587
MTA2	-1.023168368	7.944090587
NLGN2	-1.023168368	7.944090587
RUVBL2	-1.023168368	7.944090587
SOCS6	-1.023168368	7.944090587
ST6GALNAC6	-1.023168368	7.944090587
TFDP1	-1.023168368	7.944090587
VANGL2	-1.023168368	7.944090587
XPO7	-1.023168368	7.944090587
ZNF420	-1.023168368	7.944090587
ACVRL1	-1.021348453	7.997169144
CSE1L	-1.021348453	7.997169144
FIGN	-1.021348453	7.997169144
MPP2	-1.021348453	7.997169144
SH3GL1	-1.021348453	7.997169144
SLC22A7	-1.021348453	7.997169144
SLC25A23	-1.021348453	7.997169144
SUGP1	-1.021348453	7.997169144
TLE3	-1.021348453	7.997169144
DHX34	-1.019881385	8.003066761
BCKDHA	-1.019530098	8.038452465
PSEN2	-1.019530098	8.038452465
ROCK2	-1.019530098	8.038452465
SF3B3	-1.019530098	8.038452465
TRIP4	-1.019530098	8.038452465
USP13	-1.019530098	8.038452465
APPL2	-1.017713296	8.103326256
COPG1	-1.017713296	8.103326256
DNER	-1.017713296	8.103326256
FMNL3	-1.017713296	8.103326256
GRAMD1A	-1.017713296	8.103326256
ITGB3	-1.017713296	8.103326256
MDGA2	-1.017713296	8.103326256
NAPRT1	-1.017713296	8.103326256
PUM1	-1.017713296	8.103326256
ZMYM4	-1.017713296	8.103326256
ZNF408	-1.017713296	8.103326256
ARHGEF10	-1.016286421	8.109223874
AQR	-1.015898037	8.144609578
CBFA2T3	-1.015898037	8.144609578
GPC1	-1.015898037	8.144609578
HSP90AA1	-1.015898037	8.144609578
RPS6KA2	-1.015898037	8.144609578
SMG5	-1.015898037	8.144609578
NAALADL1	-1.014084315	8.16230243
PPP1R21	-1.014084315	8.16230243
ULK2	-1.014084315	8.16230243
ABTB2	-1.01227212	8.174097665
TXNDC11	-1.01227212	8.174097665
CLEC16A	-1.010461444	8.197688134
CTNNA3	-1.010461444	8.197688134
NPHP3	-1.010461444	8.197688134
PITPNM1	-1.010461444	8.197688134
NOS1	-1.006844617	8.209483369
TBC1D8	-1.006844617	8.209483369
NYNRIN	-1.00503845	8.215380986
COL6A2	-1.001964775	8.221278603
AKT1	-1.001120478	8.321538099
CARM1	-1.001120478	8.321538099
CSDE1	-1.001120478	8.321538099
EIF2C3	-1.001120478	8.321538099
FUS	-1.001120478	8.321538099
GLRB	-1.001120478	8.321538099
HOGA1	-1.001120478	8.321538099
LRRC14	-1.001120478	8.321538099
POLR2B	-1.001120478	8.321538099
PTCHD1	-1.001120478	8.321538099
RELB	-1.001120478	8.321538099
RUNX1T1	-1.001120478	8.321538099
SLC30A6	-1.001120478	8.321538099
SLC8A2	-1.001120478	8.321538099
TUBB4B	-1.001120478	8.321538099
ZBTB2	-1.001120478	8.321538099
ZYG11B	-1.001120478	8.321538099
ALG13	-0.999300439	8.368719038
ATP1A1	-0.999300439	8.368719038
CPNE5	-0.999300439	8.368719038
DIAPH2	-0.999300439	8.368719038
LIMA1	-0.999300439	8.368719038
PAPD7	-0.999300439	8.368719038
SLC25A39	-0.999300439	8.368719038
ZNF14	-0.999300439	8.368719038
ACO2	-0.997481928	8.47487615
C19orf44	-0.997481928	8.47487615
DDX42	-0.997481928	8.47487615
DGCR8	-0.997481928	8.47487615
GPR155	-0.997481928	8.47487615
GUCY1A3	-0.997481928	8.47487615
MED12	-0.997481928	8.47487615
NDST3	-0.997481928	8.47487615
OIT3	-0.997481928	8.47487615
P4HA2	-0.997481928	8.47487615
PNLDC1	-0.997481928	8.47487615
PREP	-0.997481928	8.47487615
PSAP	-0.997481928	8.47487615
RBM12	-0.997481928	8.47487615
RGL1	-0.997481928	8.47487615
TNFRSF21	-0.997481928	8.47487615
ZBTB48	-0.997481928	8.47487615
ZNF227	-0.997481928	8.47487615
AGAP3	-0.995664936	8.539749941
ALOXE3	-0.995664936	8.539749941
ATXN2	-0.995664936	8.539749941
COG4	-0.995664936	8.539749941
FAM13B	-0.995664936	8.539749941
GNL2	-0.995664936	8.539749941
NCKIPSD	-0.995664936	8.539749941
NSUN2	-0.995664936	8.539749941
